1.054606877671531038e+03,9.345410946917894057e-06
1.053178026776507750e+03,2.142708177185504107e-05
1.047510582830338990e+03,2.057250399972811351e-05
1.041778490497036501e+03,1.924392781329343051e-05
1.051768364172621659e+03,3.262583011997293077e-05
1.046083695424592634e+03,3.129411875774265573e-05
1.040227199975761096e+03,2.927250770351045529e-05
1.034460159925152084e+03,2.666081468391992668e-05
1.028658597908399770e+03,2.364224984090779733e-05
1.050317966104036941e+03,4.250985959245134590e-05
1.044702028276924466e+03,4.071702136681242294e-05
1.038721344786365762e+03,3.808418533763680870e-05
1.032836811063531968e+03,3.468674131960953246e-05
1.027034602174214797e+03,3.075965780479495001e-05
1.021166221468504091e+03,2.655834084562625481e-05
1.015231142207372841e+03,2.232660967990211708e-05
1.048741988180416683e+03,5.073646563137122561e-05
1.043363969007763671e+03,4.850611915528492895e-05
1.037345362395238453e+03,4.536302808566454410e-05
1.031173110144819020e+03,4.131725660110331216e-05
1.025368572924923228e+03,3.663998237604751293e-05
1.019499725088909372e+03,3.163572113373502691e-05
1.013564522621138622e+03,2.659508457343712275e-05
1.007562638217238487e+03,2.176843188549227286e-05
1.001493994048194622e+03,1.734824306725641364e-05
1.046953563903653276e+03,5.707120486166235919e-05
1.042066507740223187e+03,5.443586125008199688e-05
1.036185251054297169e+03,5.089486609805756183e-05
1.029471769742345259e+03,4.635754694512238857e-05
1.023661263055756763e+03,4.111071343401477768e-05
1.017791099400640746e+03,3.549631018232399942e-05
1.011855523253152569e+03,2.984078367953733950e-05
1.005853499495577580e+03,2.442520166532601361e-05
9.997848065159249700e+02,1.946560843250520149e-05
9.936493671710118178e+02,1.510428594561038688e-05
9.874471522185044705e+02,1.141129901032176487e-05
1.044892557668216568e+03,6.139703850019457751e-05
1.040804712762631652e+03,5.839921871306660671e-05
1.035299571179420354e+03,5.457636694443638475e-05
1.027737228657861124e+03,4.971347424218595728e-05
1.021914005602035559e+03,4.408863349459791353e-05
1.016040725539845653e+03,3.806838560452416380e-05
1.010104348250589169e+03,3.200347667229181255e-05
1.004101989007174097e+03,2.619562341323169790e-05
9.980331492919270886e+02,2.087666110366379133e-05
9.918976473432854846e+02,1.619925416708454356e-05
9.856954095419876012e+02,1.223858489170674857e-05
9.794264040221104324e+02,9.002640597124202758e-06
9.730906164826911890e+02,6.447796784829594762e-06
1.042538818245816401e+03,6.371326282283240421e-05
1.039571077105541463e+03,6.040611690645956045e-05
1.034705678575325237e+03,5.641442245322607970e-05
1.025976302572999884e+03,5.139084515481023895e-05
1.020129226583807622e+03,4.557910094391837694e-05
1.014249094503836318e+03,3.935669135491412751e-05
1.008311264214223456e+03,3.308721018056652428e-05
1.002308263923975233e+03,2.708304001701574755e-05
9.962391201429996954e+02,2.158408178554833021e-05
9.901034694393320024e+02,1.674828351249915199e-05
9.839011596485439668e+02,1.265343718705498785e-05
9.776321218908443598e+02,9.307836727710698744e-06
9.712963232900747244e+02,6.666400126852515009e-06
9.648937476222718033e+02,4.648754368783270771e-06
9.584243867665954895e+02,3.156345786292298818e-06
1.039902723203432288e+03,6.412518844848842225e-05
1.038354808321544624e+03,6.057228332455300273e-05
1.034388205796318289e+03,5.651650987253855739e-05
1.024198888038986297e+03,5.148658145846234660e-05
1.018311418113761420e+03,4.566814273778513708e-05
1.012416813201141622e+03,3.943558268922762913e-05
1.006476601245724623e+03,3.315453159920067557e-05
1.000472520904152589e+03,2.713866795560559785e-05
9.944028433000482892e+02,2.162869833414442781e-05
9.882669151383604458e+02,1.678306031015687442e-05
9.820644578304984407e+02,1.267979831462887342e-05
9.757953420246770975e+02,9.327276447342313379e-06
9.694595039533501222e+02,6.680350111160096426e-06
9.630569107878817476e+02,4.658497171992661164e-06
9.565875451195046253e+02,3.162968970714186340e-06
9.500513975614801438e+02,2.090964603109996545e-06
9.434484630409619967e+02,1.345864093298270563e-06
1.037007809865707259e+03,6.282644235484139393e-05
1.037141230044590884e+03,5.910046264114534378e-05
1.034314668689182099e+03,5.507362680358313030e-05
1.022418548357893087e+03,5.017330031329658534e-05
1.016468898272339970e+03,4.450871425214960724e-05
1.010544616697044148e+03,3.843713786448935393e-05
1.004600755449681060e+03,3.231648338231884581e-05
9.985949963568814383e+02,2.645340140163516223e-05
9.925244695535257051e+02,2.108295077016866239e-05
9.863880847407589272e+02,1.635979535502206757e-05
9.801853729246975035e+02,1.236013621230943395e-05
9.739161127951099388e+02,9.092199240477713616e-06
9.675801930683658156e+02,6.512020981732982773e-06
9.611775550316998533e+02,4.541134457553302648e-06
9.547081665700302437e+02,3.083294678099129271e-06
9.481720096536436131e+02,2.038299847191579379e-06
9.415690739903152462e+02,1.311969276531266723e-06
9.348993536643015432e+02,8.222084755647949804e-07
9.281628452923944224e+02,5.016987589706843459e-07
1.033878814706105459e+03,6.007634024688964880e-05
1.035911597884173261e+03,5.625660505770889653e-05
1.034444301679810451e+03,5.233809154461199845e-05
1.020652674382435521e+03,4.767938084281334916e-05
1.014616930562094694e+03,4.230298846510096515e-05
1.008633391016241717e+03,3.653584972859686097e-05
1.002684194611304292e+03,3.071972654940754614e-05
9.966759668648066963e+02,2.514726887765475165e-05
9.906041764062247239e+02,2.004248677277345526e-05
9.844670972306523709e+02,1.555270134323610078e-05
9.782639873405088338e+02,1.175051591549716325e-05
