,0,1,2,3,4,5
0,584.2509,3.3740000000000006e-27,4,5,132,164
1,584.2509,3.3740000000000006e-27,4,5,132,164
2,584.5662,3.629999999999999e-27,4,5,132,164
3,584.5662,3.629999999999999e-27,4,5,132,164
4,585.1491,3.764e-27,4,5,132,164
5,585.1491,3.764e-27,4,5,132,164
6,585.4483,3.978e-27,4,5,132,164
7,585.4483,3.978e-27,4,5,132,164
8,585.8045,3.609e-27,4,5,132,164
9,585.8045,3.609e-27,4,5,132,164
10,586.0441,4.177e-27,4,5,132,164
11,586.0441,4.177e-27,4,5,132,164
12,586.327,4.354000000000001e-27,4,5,132,164
13,586.327,4.354000000000001e-27,4,5,132,164
14,586.712,4.0630000000000006e-27,4,5,132,164
15,586.712,4.0630000000000006e-27,4,5,132,164
16,586.9358,4.617000000000001e-27,4,5,132,164
17,586.9358,4.617000000000001e-27,4,5,132,164
18,587.4569,3.629999999999999e-27,4,5,132,164
19,587.4569,3.629999999999999e-27,4,5,132,164
20,587.6163,4.553e-27,4,5,132,164
21,587.6163,4.553e-27,4,5,132,164
22,587.8242,5.093000000000001e-27,4,5,132,164
23,587.8242,5.093000000000001e-27,4,5,132,164
24,588.3733,4.134e-27,4,5,132,164
25,588.3733,4.134e-27,4,5,132,164
26,588.5174,5.086e-27,4,5,132,164
27,588.5174,5.086e-27,4,5,132,164
28,588.7094,5.59e-27,4,5,132,164
29,588.7094,5.59e-27,4,5,132,164
30,589.2124,3.4310000000000004e-27,4,5,132,164
31,589.2124,3.4310000000000004e-27,4,5,132,164
32,589.2865,4.6810000000000004e-27,4,5,132,164
33,589.2865,4.6810000000000004e-27,4,5,132,164
34,589.4152,5.654e-27,4,5,132,164
35,589.4152,5.654e-27,4,5,132,164
36,589.5913,6.13e-27,4,5,132,164
37,589.5913,6.13e-27,4,5,132,164
38,590.1371,3.957e-27,4,5,132,164
39,590.1371,3.957e-27,4,5,132,164
40,590.1967,5.285e-27,4,5,132,164
41,590.1967,5.285e-27,4,5,132,164
42,590.3099,6.2720000000000005e-27,4,5,132,164
43,590.3099,6.2720000000000005e-27,4,5,132,164
44,590.4698,6.691000000000001e-27,4,5,132,164
45,590.4698,6.691000000000001e-27,4,5,132,164
46,591.0589,4.532000000000001e-27,4,5,132,164
47,591.0589,4.532000000000001e-27,4,5,132,164
48,591.1037,5.945000000000001e-27,4,5,132,164
49,591.1037,5.945000000000001e-27,4,5,132,164
50,591.2013,6.933e-27,4,5,132,164
51,591.2013,6.933e-27,4,5,132,164
52,591.3451,7.315999999999999e-27,4,5,132,164
53,591.3451,7.315999999999999e-27,4,5,132,164
54,591.9777,5.178e-27,4,5,132,164
55,591.9777,5.178e-27,4,5,132,164
56,592.0076,6.663e-27,4,5,132,164
57,592.0076,6.663e-27,4,5,132,164
58,592.0087,3.5520000000000005e-27,4,5,132,164
59,592.0087,3.5520000000000005e-27,4,5,132,164
60,592.0895,7.6e-27,4,5,132,164
61,592.0895,7.6e-27,4,5,132,164
62,592.8934,5.888e-27,4,5,132,164
63,592.8934,5.888e-27,4,5,132,164
64,592.9083,7.459e-27,4,5,132,164
65,592.9083,7.459e-27,4,5,132,164
66,592.9383,4.1200000000000004e-27,4,5,132,164
67,592.9383,4.1200000000000004e-27,4,5,132,164
68,592.9744,8.381999999999998e-27,4,5,132,164
69,592.9744,8.381999999999998e-27,4,5,132,164
70,593.8059,8.239e-27,4,5,132,164
71,593.8059,8.239e-27,4,5,132,164
72,593.8062,6.67e-27,4,5,132,164
73,593.8062,6.67e-27,4,5,132,164
74,593.8561,9.163e-27,4,5,132,164
75,593.8561,9.163e-27,4,5,132,164
76,593.865,4.759e-27,4,5,132,164
77,593.865,4.759e-27,4,5,132,164
78,594.7002,9.163e-27,4,5,132,164
79,594.7002,9.163e-27,4,5,132,164
80,594.7158,7.529000000000001e-27,4,5,132,164
81,594.7158,7.529000000000001e-27,4,5,132,164
82,594.7344,1.0020000000000001e-26,4,5,132,164
83,594.7344,1.0020000000000001e-26,4,5,132,164
84,594.7889,5.477e-27,4,5,132,164
85,594.7889,5.477e-27,4,5,132,164
86,594.931,3.5020000000000006e-27,4,5,132,164
87,594.931,3.5020000000000006e-27,4,5,132,164
88,595.5913,1.009e-26,4,5,132,164
89,595.5913,1.009e-26,4,5,132,164
90,595.6094,1.087e-26,4,5,132,164
91,595.6094,1.087e-26,4,5,132,164
92,595.6224,8.453e-27,4,5,132,164
93,595.6224,8.453e-27,4,5,132,164
94,595.7099,6.279e-27,4,5,132,164
95,595.7099,6.279e-27,4,5,132,164
96,595.8648,4.098e-27,4,5,132,164
97,595.8648,4.098e-27,4,5,132,164
98,596.4792,1.108e-26,4,5,132,164
99,596.4792,1.108e-26,4,5,132,164
100,596.4811,1.1790000000000001e-26,4,5,132,164
101,596.4811,1.1790000000000001e-26,4,5,132,164
102,596.5258,9.447000000000001e-27,4,5,132,164
103,596.5258,9.447000000000001e-27,4,5,132,164
104,596.6279,7.174e-27,4,5,132,164
105,596.6279,7.174e-27,4,5,132,164
106,596.7958,4.7729999999999996e-27,4,5,132,164
107,596.7958,4.7729999999999996e-27,4,5,132,164
108,597.3639,1.2139999999999998e-26,4,5,132,164
109,597.3639,1.2139999999999998e-26,4,5,132,164
110,597.4262,1.051e-26,4,5,132,164
111,597.4262,1.051e-26,4,5,132,164
112,597.543,8.167999999999999e-27,4,5,132,164
113,597.543,8.167999999999999e-27,4,5,132,164
114,597.7241,5.54e-27,4,5,132,164
115,597.7241,5.54e-27,4,5,132,164
116,598.2453,1.3280000000000002e-26,4,5,132,164
117,598.2453,1.3280000000000002e-26,4,5,132,164
118,598.3233,1.1719999999999999e-26,4,5,132,164
119,598.3233,1.1719999999999999e-26,4,5,132,164
120,598.4551,9.234000000000002e-27,4,5,132,164
121,598.4551,9.234000000000002e-27,4,5,132,164
122,598.6497,6.4e-27,4,5,132,164
123,598.6497,6.4e-27,4,5,132,164
124,598.923,3.892e-27,4,5,132,164
125,598.923,3.892e-27,4,5,132,164
126,599.1233,1.449e-26,4,5,132,164
127,599.1233,1.449e-26,4,5,132,164
128,599.2173,1.292e-26,4,5,132,164
129,599.2173,1.292e-26,4,5,132,164
130,599.3642,1.038e-26,4,5,132,164
131,599.3642,1.038e-26,4,5,132,164
132,599.5725,7.387999999999999e-27,4,5,132,164
133,599.5725,7.387999999999999e-27,4,5,132,164
134,599.8571,4.574e-27,4,5,132,164
135,599.8571,4.574e-27,4,5,132,164
136,599.9981,1.57e-26,4,5,132,164
137,599.9981,1.57e-26,4,5,132,164
138,600.1081,1.4280000000000002e-26,4,5,132,164
139,600.1081,1.4280000000000002e-26,4,5,132,164
140,600.2702,1.1640000000000001e-26,4,5,132,164
141,600.2702,1.1640000000000001e-26,4,5,132,164
142,600.4925,8.453e-27,4,5,132,164
143,600.4925,8.453e-27,4,5,132,164
144,600.7889,5.349000000000001e-27,4,5,132,164
145,600.7889,5.349000000000001e-27,4,5,132,164
146,600.8696,1.7049999999999998e-26,4,5,132,164
147,600.8696,1.7049999999999998e-26,4,5,132,164
148,600.9957,1.57e-26,4,5,132,164
149,600.9957,1.57e-26,4,5,132,164
150,601.1731,1.3069999999999998e-26,4,5,132,164
151,601.1731,1.3069999999999998e-26,4,5,132,164
152,601.4096,9.589e-27,4,5,132,164
153,601.4096,9.589e-27,4,5,132,164
154,601.7180000000001,6.23e-27,4,5,132,164
155,601.7180000000001,6.23e-27,4,5,132,164
156,601.7377,1.839e-26,4,5,132,164
157,601.7377,1.839e-26,4,5,132,164
158,601.8801,1.7189999999999998e-26,4,5,132,164
159,601.8801,1.7189999999999998e-26,4,5,132,164
160,602.073,1.449e-26,4,5,132,164
161,602.073,1.449e-26,4,5,132,164
162,602.1233,3.516e-27,4,5,132,164
163,602.1233,3.516e-27,4,5,132,164
164,602.3238,1.094e-26,4,5,132,164
165,602.3238,1.094e-26,4,5,132,164
166,602.6447,7.245e-27,4,5,132,164
167,602.6447,7.245e-27,4,5,132,164
168,602.7612,1.875e-26,4,5,132,164
169,602.7612,1.875e-26,4,5,132,164
170,602.9697,1.6130000000000003e-26,4,5,132,164
171,602.9697,1.6130000000000003e-26,4,5,132,164
172,603.0587,4.1690000000000004e-27,4,5,132,164
173,603.0587,4.1690000000000004e-27,4,5,132,164
174,603.2351,1.236e-26,4,5,132,164
175,603.2351,1.236e-26,4,5,132,164
176,603.5687,8.311000000000001e-27,4,5,132,164
177,603.5687,8.311000000000001e-27,4,5,132,164
178,603.6391,2.0380000000000005e-26,4,5,132,164
179,603.6391,2.0380000000000005e-26,4,5,132,164
180,603.8633,1.783e-26,4,5,132,164
181,603.8633,1.783e-26,4,5,132,164
182,603.992,4.915e-27,4,5,132,164
183,603.992,4.915e-27,4,5,132,164
184,604.1435,1.3919999999999998e-26,4,5,132,164
185,604.1435,1.3919999999999998e-26,4,5,132,164
186,604.49,9.589e-27,4,5,132,164
187,604.49,9.589e-27,4,5,132,164
188,604.5136,2.2090000000000002e-26,4,5,132,164
189,604.5136,2.2090000000000002e-26,4,5,132,164
190,604.7538,1.961e-26,4,5,132,164
191,604.7538,1.961e-26,4,5,132,164
192,604.923,5.7749999999999994e-27,4,5,132,164
193,604.923,5.7749999999999994e-27,4,5,132,164
194,605.0488,1.563e-26,4,5,132,164
195,605.0488,1.563e-26,4,5,132,164
196,605.3849,2.3870000000000002e-26,4,5,132,164
197,605.3849,2.3870000000000002e-26,4,5,132,164
198,605.4086,1.1009999999999999e-26,4,5,132,164
199,605.4086,1.1009999999999999e-26,4,5,132,164
200,605.6411,2.1519999999999997e-26,4,5,132,164
201,605.6411,2.1519999999999997e-26,4,5,132,164
202,605.8519,6.755e-27,4,5,132,164
203,605.8519,6.755e-27,4,5,132,164
