,0,1,2,3,4,5
0,605.2928,9.577000000000001e-26,0,0,128,160
1,606.1953,1.048e-25,0,0,128,160
2,606.6537,9.904e-26,0,0,128,160
3,607.0943,1.135e-25,0,0,128,160
4,607.5663,1.0870000000000001e-25,0,0,128,160
5,607.9898,1.231e-25,0,0,128,160
6,608.11,9.711999999999999e-26,0,0,128,160
7,608.4755,1.192e-25,0,0,128,160
8,608.8817,1.3370000000000001e-25,0,0,128,160
9,609.0323,1.0770000000000002e-25,0,0,128,160
10,609.3812,1.308e-25,0,0,128,160
11,609.9513,1.192e-25,0,0,128,160
12,610.2835,1.423e-25,0,0,128,160
13,610.5976,1.01e-25,0,0,128,160
14,610.867,1.3170000000000002e-25,0,0,128,160
15,611.1823,1.548e-25,0,0,128,160
16,611.5257,1.125e-25,0,0,128,160
17,611.7793,1.452e-25,0,0,128,160
18,612.0776,1.673e-25,0,0,128,160
19,612.4507,1.26e-25,0,0,128,160
20,612.6882,1.587e-25,0,0,128,160
21,612.9694,1.808e-25,0,0,128,160
22,613.2041,1e-25,0,0,128,160
23,613.3725,1.394e-25,0,0,128,160
24,613.5937,1.7310000000000001e-25,0,0,128,160
25,613.8577,1.942e-25,0,0,128,160
26,614.1374,1.135e-25,0,0,128,160
27,614.2909999999999,1.548e-25,0,0,128,160
28,614.4957,1.885e-25,0,0,128,160
29,615.0677,1.269e-25,0,0,128,160
30,615.2062,1.702e-25,0,0,128,160
31,615.3943,2.0380000000000002e-25,0,0,128,160
32,615.9353,9.558e-26,0,0,128,160
33,615.9949,1.423e-25,0,0,128,160
34,616.1181,1.8749999999999997e-25,0,0,128,160
35,616.2894,2.212e-25,0,0,128,160
36,616.8725,1.0870000000000001e-25,0,0,128,160
37,616.9191,1.587e-25,0,0,128,160
38,617.0266,2.0580000000000001e-25,0,0,128,160
39,617.181,2.385e-25,0,0,128,160
40,617.807,1.231e-25,0,0,128,160
41,617.8401,1.76e-25,0,0,128,160
42,617.9318,2.2309999999999997e-25,0,0,128,160
43,618.0691,2.5580000000000006e-25,0,0,128,160
44,618.7387,1.394e-25,0,0,128,160
45,618.758,1.942e-25,0,0,128,160
46,618.8336,2.423e-25,0,0,128,160
47,618.9537,2.75e-25,0,0,128,160
48,619.6675,1.558e-25,0,0,128,160
49,619.6726,2.1540000000000003e-25,0,0,128,160
50,619.732,2.615e-25,0,0,128,160
51,619.7409,1e-25,0,0,128,160
52,620.5841,2.346e-25,0,0,128,160
53,620.5935,1.7499999999999999e-25,0,0,128,160
54,620.6269,2.8270000000000003e-25,0,0,128,160
55,620.6773,1.144e-25,0,0,128,160
56,621.4922,2.5580000000000006e-25,0,0,128,160
57,621.5165,1.942e-25,0,0,128,160
58,621.5183,3.038e-25,0,0,128,160
59,621.6115,1.298e-25,0,0,128,160
60,622.3969999999999,2.788e-25,0,0,128,160
61,622.4062,3.25e-25,0,0,128,160
62,622.4366,2.1540000000000003e-25,0,0,128,160
63,622.5432,1.471e-25,0,0,128,160
64,623.2906,3.4810000000000002e-25,0,0,128,160
65,623.2984,3.019e-25,0,0,128,160
66,623.3535,2.385e-25,0,0,128,160
67,623.4725,1.654e-25,0,0,128,160
68,623.6978,1e-25,0,0,128,160
69,624.1715,3.7309999999999995e-25,0,0,128,160
70,624.1965,3.2690000000000004e-25,0,0,128,160
71,624.2674,2.615e-25,0,0,128,160
72,624.3992,1.8559999999999998e-25,0,0,128,160
73,624.6302,1.154e-25,0,0,128,160
74,625.0912,3.519e-25,0,0,128,160
75,625.1782,2.865e-25,0,0,128,160
76,625.3232,2.0769999999999996e-25,0,0,128,160
77,625.5612,1.3170000000000002e-25,0,0,128,160
78,625.9824,3.7690000000000003e-25,0,0,128,160
79,626.0857,3.115e-25,0,0,128,160
80,626.2445,2.308e-25,0,0,128,160
81,626.4903,1.5e-25,0,0,128,160
82,626.8701,4.0380000000000005e-25,0,0,128,160
83,626.99,3.385e-25,0,0,128,160
84,627.163,2.5580000000000006e-25,0,0,128,160
85,627.4176,1.692e-25,0,0,128,160
86,627.7543,4.308000000000001e-25,0,0,128,160
87,627.8333,9.711999999999999e-26,0,0,128,160
88,627.891,3.673e-25,0,0,128,160
89,628.0787,2.8270000000000003e-25,0,0,128,160
90,628.3428,1.9129999999999999e-25,0,0,128,160
91,628.6351,4.577e-25,0,0,128,160
92,628.7427,9.192e-26,0,0,128,160
93,628.7617,1.115e-25,0,0,128,160
94,628.7887,3.942e-25,0,0,128,160
