,0,1,2,3,4,5
284,630.0003,1.85e-26,4,5,132,164
285,630.0608,1.8430000000000002e-26,4,5,132,164
286,630.1435,1.868e-26,4,5,132,164
287,630.2228,1.868e-26,4,5,132,164
288,630.2985,1.839e-26,4,5,132,164
289,630.3099,3.5880000000000004e-26,4,5,132,164
290,630.3367,7.174e-26,4,5,132,164
291,630.3708,1.779e-26,4,5,132,164
292,630.4395,1.684e-26,4,5,132,164
293,630.5048,1.5450000000000002e-26,4,5,132,164
294,630.5664,1.357e-26,4,5,132,164
295,630.6245,1.115e-26,4,5,132,164
296,630.6791,8.132999999999999e-27,4,5,132,164
297,630.73,4.475e-27,4,5,132,164
298,630.7495,5.717999999999999e-26,4,5,132,164
299,630.8542,8.701e-26,4,5,132,164
300,630.9307,2.135e-26,4,5,132,164
301,631.2322,7.707000000000001e-26,4,5,132,164
302,631.235,4.013e-26,4,5,132,164
303,631.2572,8.985999999999999e-27,4,5,132,164
304,631.6606,6.250999999999999e-26,4,5,132,164
305,631.7663,1.062e-26,4,5,132,164
306,631.7845,4.653e-27,4,5,132,164
307,631.8528,2.447e-26,4,5,132,164
308,632.1243,8.203999999999999e-26,4,5,132,164
309,632.1577,4.475e-26,4,5,132,164
310,632.5685,6.784e-26,4,5,132,164
311,632.716,6.321999999999999e-27,4,5,132,164
312,632.7794,2.795e-26,4,5,132,164
313,632.8517,7.209999999999999e-27,4,5,132,164
314,632.9481,1.254e-26,4,5,132,164
315,632.9846,8.204e-27,4,5,132,164
316,632.9992,3.907e-27,4,5,132,164
317,633.0131,8.772e-26,4,5,132,164
318,633.078,4.972e-26,4,5,132,164
319,633.1146,9.268999999999999e-27,4,5,132,164
320,633.2416,1.0399999999999999e-26,4,5,132,164
321,633.3657,1.1619999999999999e-26,4,5,132,164
322,633.4734,7.352e-26,4,5,132,164
323,633.4867,1.292e-26,4,5,132,164
324,633.6046,1.4319999999999997e-26,4,5,132,164
325,633.6184,1.4699999999999999e-26,4,5,132,164
326,633.7014,3.1749999999999996e-26,4,5,132,164
327,633.7194,1.573e-26,4,5,132,164
328,633.8311,1.7189999999999998e-26,4,5,132,164
329,633.8984,9.304999999999999e-26,4,5,132,164
330,633.9397,1.868e-26,4,5,132,164
331,633.9958,5.505e-26,4,5,132,164
332,634.045,2.017e-26,4,5,132,164
333,634.1471,2.1629999999999998e-26,4,5,132,164
334,634.246,2.305e-26,4,5,132,164
335,634.2627,6.961e-27,4,5,132,164
336,634.3416,2.437e-26,4,5,132,164
337,634.375,7.92e-26,4,5,132,164
338,634.4339,2.557e-26,4,5,132,164
339,634.5228,2.6610000000000004e-26,4,5,132,164
340,634.6084,2.741e-26,4,5,132,164
341,634.6247,3.5880000000000004e-26,4,5,132,164
342,634.6862,1.7149999999999997e-26,4,5,132,164
343,634.6906,2.802e-26,4,5,132,164
344,634.7694,2.8270000000000004e-26,4,5,132,164
345,634.7802,9.875e-26,4,5,132,164
346,634.8448,2.816e-26,4,5,132,164
347,634.9109,6.072999999999999e-26,4,5,132,164
348,634.9167,2.766e-26,4,5,132,164
349,634.9852,2.6669999999999997e-26,4,5,132,164
350,635.0501,2.514e-26,4,5,132,164
351,635.1116,2.298e-26,4,5,132,164
352,635.1695,2.0130000000000003e-26,4,5,132,164
353,635.2239,1.652e-26,4,5,132,164
354,635.2734,8.524e-26,4,5,132,164
355,635.2747,1.2039999999999999e-26,4,5,132,164
356,635.322,6.57e-27,4,5,132,164
357,635.4582,1.9880000000000003e-26,4,5,132,164
358,635.545,4.0489999999999996e-26,4,5,132,164
359,635.6585,1.044e-25,4,5,132,164
360,635.8233,6.641e-26,4,5,132,164
361,636.1686,9.092e-26,4,5,132,164
362,636.4567,2.298e-26,4,5,132,164
363,636.4648,4.546e-26,4,5,132,164
364,636.5333,1.105e-25,4,5,132,164
365,636.5536,1.015e-26,4,5,132,164
366,636.7330000000001,7.245e-26,4,5,132,164
367,636.82,6.321999999999999e-27,4,5,132,164
368,637.0604,9.692000000000001e-26,4,5,132,164
369,637.2904,2.642e-26,4,5,132,164
370,637.2932,7.636e-27,4,5,132,164
371,637.3823,5.0430000000000003e-26,4,5,132,164
372,637.428,8.772000000000001e-27,4,5,132,164
373,637.5038,4.3680000000000006e-27,4,5,132,164
374,637.5602,1.0020000000000001e-26,4,5,132,164
375,637.6397,7.849e-26,4,5,132,164
376,637.6897,1.1400000000000001e-26,4,5,132,164
377,637.8166,1.2890000000000002e-26,4,5,132,164
378,637.9408,1.449e-26,4,5,132,164
379,637.9489,1.0300000000000002e-25,4,5,132,164
380,638.0622,1.6230000000000002e-26,4,5,132,164
381,638.1808,1.808e-26,4,5,132,164
382,638.2263,6.287e-27,4,5,132,164
383,638.2481,3.0189999999999996e-26,4,5,132,164
384,638.2671,5.043e-27,4,5,132,164
385,638.2965,1.999e-26,4,5,132,164
386,638.2983,5.612e-26,4,5,132,164
387,638.4093,2.2019999999999998e-26,4,5,132,164
388,638.5192,2.412e-26,4,5,132,164
389,638.5435,8.488e-26,4,5,132,164
390,638.626,2.6249999999999995e-26,4,5,132,164
391,638.6985,1.4380000000000002e-26,4,5,132,164
392,638.7298,2.8410000000000005e-26,4,5,132,164
393,638.8305,3.054e-26,4,5,132,164
394,638.8339,1.09e-25,4,5,132,164
395,638.9281,3.261e-26,4,5,132,164
396,639.0226,3.46e-26,4,5,132,164
397,639.1138,3.658e-26,4,5,132,164
398,639.1176,3.435e-26,4,5,132,164
399,639.1212,8.95e-27,4,5,132,164
400,639.2019,3.7999999999999996e-26,4,5,132,164
401,639.2121,6.180000000000001e-26,4,5,132,164
402,639.2866,3.9419999999999995e-26,4,5,132,164
403,639.3681,4.0489999999999996e-26,4,5,132,164
404,639.4443,9.128e-26,4,5,132,164
405,639.4463,4.1200000000000004e-26,4,5,132,164
406,639.5211,4.156e-26,4,5,132,164
407,639.5925,4.1200000000000004e-26,4,5,132,164
408,639.6606,4.013e-26,4,5,132,164
409,639.7156,1.154e-25,4,5,132,164
410,639.7252,3.8710000000000004e-26,4,5,132,164
411,639.7863,3.622e-26,4,5,132,164
412,639.844,3.307e-26,4,5,132,164
413,639.8981,2.8910000000000003e-26,4,5,132,164
414,639.9488,2.3650000000000002e-26,4,5,132,164
415,639.9959,1.7219999999999998e-26,4,5,132,164
416,640.0394,9.412e-27,4,5,132,164
417,640.0519,3.8710000000000004e-26,4,5,132,164
418,640.1239,6.784e-26,4,5,132,164
419,640.1915,1.254e-26,4,5,132,164
420,640.2771,9.941999999999999e-27,4,5,132,164
421,640.342,9.769000000000001e-26,4,5,132,164
422,640.5938,1.214e-25,4,5,132,164
423,640.7328,1.9819999999999996e-26,4,5,132,164
424,640.941,4.3680000000000005e-26,4,5,132,164
425,641.0333,7.422999999999999e-26,4,5,132,164
426,641.2365,1.044e-25,4,5,132,164
427,641.428,1.73e-26,4,5,132,164
428,641.4685,1.2790000000000003e-25,4,5,132,164
429,641.862,4.901000000000001e-26,4,5,132,164
430,641.8944,7.742e-27,4,5,132,164
431,641.9404,8.097e-26,4,5,132,164
432,642.0277,8.95e-27,4,5,132,164
433,642.1279,1.1079999999999998e-25,4,5,132,164
434,642.1589,1.034e-26,4,5,132,164
435,642.288,1.1870000000000001e-26,4,5,132,164
436,642.3396,1.3459999999999999e-25,4,5,132,164
437,642.4149,1.357e-26,4,5,132,164
438,642.5396,1.5409999999999998e-26,4,5,132,164
439,642.6619999999999,1.747e-26,4,5,132,164
440,642.6862,2.6669999999999997e-26,4,5,132,164
441,642.7605,5.468999999999999e-26,4,5,132,164
442,642.7819999999999,1.964e-26,4,5,132,164
443,642.8112,2.3339999999999998e-26,4,5,132,164
444,642.845,8.772e-26,4,5,132,164
445,642.8625,8.204e-27,4,5,132,164
446,642.8996,2.2019999999999998e-26,4,5,132,164
447,643.0147,2.454e-26,4,5,132,164
448,643.0159,1.1720000000000001e-25,4,5,132,164
449,643.0335,3.6579999999999995e-27,4,5,132,164
450,643.1271,2.717e-26,4,5,132,164
451,643.237,2.997e-26,4,5,132,164
452,643.3441,3.286e-26,4,5,132,164
453,643.3952,1.499e-26,4,5,132,164
454,643.4485,3.5880000000000004e-26,4,5,132,164
455,643.55,3.8710000000000004e-26,4,5,132,164
456,643.6487,4.19e-26,4,5,132,164
457,643.6736,6.072999999999999e-26,4,5,132,164
458,643.7445,4.475e-26,4,5,132,164
459,643.747,9.447e-26,4,5,132,164
460,643.8373,4.759e-26,4,5,132,164
461,643.9007,1.2360000000000002e-25,4,5,132,164
462,643.927,5.008e-26,4,5,132,164
463,643.9861,3.427e-27,4,5,132,164
464,644.0138,5.257000000000001e-26,4,5,132,164
465,644.0973,5.468999999999999e-26,4,5,132,164
466,644.1778,5.647e-26,4,5,132,164
467,644.255,5.788999999999999e-26,4,5,132,164
468,644.3158,3.083e-26,4,5,132,164
469,644.3290000000001,5.860000000000001e-26,4,5,132,164
470,644.3998,5.860000000000001e-26,4,5,132,164
471,644.4672,5.788999999999999e-26,4,5,132,164
472,644.5313,5.647e-26,4,5,132,164
473,644.5756,6.713e-26,4,5,132,164
474,644.582,3.5019999999999996e-26,4,5,132,164
475,644.5919,5.398e-26,4,5,132,164
476,644.6462,1.0150000000000001e-25,4,5,132,164
477,644.6492,5.0789999999999995e-26,4,5,132,164
478,644.7031,4.617e-26,4,5,132,164
479,644.7534,4.013e-26,4,5,132,164
480,644.7821,1.3e-25,4,5,132,164
481,644.8003,3.2780000000000007e-26,4,5,132,164
482,644.8437,2.3800000000000001e-26,4,5,132,164
483,644.8835,1.3e-26,4,5,132,164
484,645.4832,7.352e-26,4,5,132,164
485,645.5427,1.0870000000000001e-25,4,5,132,164
486,645.66,1.363e-25,4,5,132,164
487,645.9147,3.978e-26,4,5,132,164
488,646.211,2.1659999999999998e-26,4,5,132,164
489,646.3852,8.027e-26,4,5,132,164
490,646.4361,1.154e-25,4,5,132,164
491,646.4382,4.5110000000000003e-26,4,5,132,164
492,646.5346,1.428e-25,4,5,132,164
493,646.8187,8.701000000000001e-27,4,5,132,164
494,646.9427,1.015e-26,4,5,132,164
495,647.066,1.1790000000000001e-26,4,5,132,164
496,647.1225,1.3e-26,4,5,132,164
497,647.1877,1.361e-26,4,5,132,164
498,647.2883,8.737e-26,4,5,132,164
499,647.3082,1.563e-26,4,5,132,164
500,647.3266,1.2220000000000002e-25,4,5,132,164
501,647.3324,3.6930000000000004e-27,4,5,132,164
502,647.4056,1.495e-25,4,5,132,164
503,647.427,1.7870000000000002e-26,4,5,132,164
504,647.5443,2.0319999999999998e-26,4,5,132,164
505,647.5825,5.0430000000000003e-26,4,5,132,164
506,647.6597,2.298e-26,4,5,132,164
507,647.7734,2.5889999999999997e-26,4,5,132,164
508,647.8851,2.902e-26,4,5,132,164
509,647.9948,3.236e-26,4,5,132,164
510,648.0922,5.612e-27,4,5,132,164
511,648.1023,3.5880000000000004e-26,4,5,132,164
512,648.188,9.447e-26,4,5,132,164
513,648.2076,3.9419999999999995e-26,4,5,132,164
514,648.214,1.2889999999999998e-25,4,5,132,164
515,648.268,5.647e-26,4,5,132,164
516,648.2731,1.566e-25,4,5,132,164
517,648.3106,4.333e-26,4,5,132,164
518,648.4113,4.723e-26,4,5,132,164
519,648.5094,5.15e-26,4,5,132,164
520,648.5866,3.5479999999999995e-27,4,5,132,164
521,648.605,5.539999999999999e-26,4,5,132,164
522,648.6742,4.262e-27,4,5,132,164
523,648.698,5.966000000000001e-26,4,5,132,164
524,648.7684,3.015e-26,4,5,132,164
525,648.7883,6.321999999999999e-26,4,5,132,164
526,648.8758,6.713e-26,4,5,132,164
527,648.8821,3.5409999999999996e-27,4,5,132,164
528,648.9605,7.067000000000002e-26,4,5,132,164
529,649.0423,7.352e-26,4,5,132,164
530,649.0867,1.0190000000000001e-25,4,5,132,164
531,649.0982,1.357e-25,4,5,132,164
532,649.1212,7.636e-26,4,5,132,164
533,649.1971,7.849e-26,4,5,132,164
534,649.1988,5.789e-27,4,5,132,164
535,649.2699,7.991000000000001e-26,4,5,132,164
536,649.2978,6.287000000000001e-26,4,5,132,164
537,649.3395,8.062000000000001e-26,4,5,132,164
538,649.3412,3.836e-27,4,5,132,164
539,649.406,8.027e-26,4,5,132,164
540,649.4693,7.92e-26,4,5,132,164
541,649.5294,7.670999999999999e-26,4,5,132,164
542,649.5861,7.316e-26,4,5,132,164
543,649.6394,6.819e-26,4,5,132,164
544,649.68,7.813e-27,4,5,132,164
545,649.6894,6.180000000000001e-26,4,5,132,164
546,649.736,5.398e-26,4,5,132,164
547,649.7791,4.4039999999999997e-26,4,5,132,164
548,649.8187,3.182e-26,4,5,132,164
549,649.8548,1.737e-26,4,5,132,164
550,649.9792,1.417e-25,4,5,132,164
551,649.9827,1.09e-25,4,5,132,164
552,650.078,3.7290000000000005e-27,4,5,132,164
553,650.0804,6.926e-26,4,5,132,164
554,650.0921,4.049000000000001e-27,4,5,132,164
555,650.1555,1.0399999999999999e-26,4,5,132,164
556,650.4263,3.6579999999999995e-27,4,5,132,164
557,650.6616,1.378e-26,4,5,132,164
558,650.8394,4.226e-27,4,5,132,164
559,650.8474,4.439e-27,4,5,132,164
560,650.8568,1.4810000000000002e-25,4,5,132,164
561,650.8767,1.162e-25,4,5,132,164
562,650.9458,4.511e-27,4,5,132,164
563,651.004,3.978e-27,4,5,132,164
564,651.0309,2.0069999999999995e-26,4,5,132,164
565,651.0437,7.599999999999999e-26,4,5,132,164
566,651.0777,5.7180000000000004e-27,4,5,132,164
567,651.1135,4.0489999999999996e-26,4,5,132,164
568,651.2323,1.808e-26,4,5,132,164
569,651.5832,4.333e-27,4,5,132,164
570,651.6132,5.079e-27,4,5,132,164
571,651.7311,1.541e-25,4,5,132,164
572,651.768,1.233e-25,4,5,132,164
573,651.881,8.311000000000001e-26,4,5,132,164
574,651.8836,8.097e-27,4,5,132,164
575,651.8984,2.3589999999999997e-26,4,5,132,164
576,651.9757,9.554e-27,4,5,132,164
577,652.0581,4.83e-27,4,5,132,164
578,652.0867,6.961e-27,4,5,132,164
579,652.0913,1.115e-26,4,5,132,164
580,652.1203,3.836e-27,4,5,132,164
581,652.1903,1.3e-26,4,5,132,164
